Site,Date deployed,Time deployed ,24 hour trial?,Date pulled,Time pulled,Treatment,Square number,Scallop Number,Status when pulled,Post processing mark,Post processing predation analysis ,Notes
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,2,6,unhinged,none,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,2,7,unhinged,none,unknown,bunch of little holes
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,2,8,unhinged,"OD hole, pry marks",small crab,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,2,9,half shell,none,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,2,10,half shell,none,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,2,11,broken half shell,"broken, hinge attached",crab,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Control,3,1,clucker,none,unknown,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Control,3,2,unhinged,notch,whelk,ear chip also
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Control,3,3,unhinged,none,unknown,
Cow Yard,9/19/2022,2:55 PM,yes,9/20/2022,3:30 PM,Control,3,4,half shell,none,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,3,5,clucker,chip,crab,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,3,6,clucker,OD hole,unknown,hole is small
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,3,7,unhinged,OD holes,OD,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,3,8,unhinged,chip,crab,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,3,9,unhinged,small pry,unknown,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,3,10,broken half shell,"broken, hinge attached",crab,
Cow Yard,9/19/2022,2:55 PM,no,10/10/2022,3:30 PM,Control,3,11,half shell,none,unknown,
